/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/notificationStrings.js,t received an email containing my Amazon internship manager\ is contact info.
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/notificationStrings.js,Background Check Request
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/notificationStrings.js,t received an email from Graebel for Relocation Information.
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,"t apply to you, please say Yes."
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,"${date.month} ${date.day}, ${date.year}"
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,"By now, your background check should have been started. Did you receive a notice about it starting?"
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,"By now, you should have received a MyDocs email. Have you already received it?"
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,There was a problem connecting to the service.
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,You should have been introduced to your manager and or team. Have you?
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,You have nothing to worry about!
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/reminders.js,You should have received a note from Graebel in-regards to relocation. Have you?
/scratch/kgrosse/SkillPoV/dataset/repos/3unyt/Alexa-Intern-Helper/lambda/util.js,Util.s3PreSignedUrl: ${s3ObjectKey} URL ${s3PreSignedUrl}
